TaskID,Pass
BigCodeBench/222,0
BigCodeBench/223,0
BigCodeBench/224,0
BigCodeBench/225,0
BigCodeBench/226,0
BigCodeBench/227,0
BigCodeBench/228,0
BigCodeBench/229,0
BigCodeBench/230,0
BigCodeBench/231,0
BigCodeBench/232,0
BigCodeBench/233,0
BigCodeBench/234,0
BigCodeBench/235,0
BigCodeBench/236,0
BigCodeBench/237,0
BigCodeBench/238,0
BigCodeBench/239,0
BigCodeBench/240,1
BigCodeBench/241,0
BigCodeBench/242,0
BigCodeBench/243,0
BigCodeBench/244,0
BigCodeBench/245,0
BigCodeBench/246,0
BigCodeBench/247,0
BigCodeBench/248,0
BigCodeBench/249,0
BigCodeBench/250,0
BigCodeBench/251,0
BigCodeBench/252,0
BigCodeBench/253,1
BigCodeBench/254,0
BigCodeBench/255,0
BigCodeBench/256,0
BigCodeBench/257,0
BigCodeBench/258,0
BigCodeBench/259,0
BigCodeBench/260,1
BigCodeBench/261,1
BigCodeBench/262,0
BigCodeBench/263,1
BigCodeBench/264,0
BigCodeBench/265,1
BigCodeBench/266,0
BigCodeBench/267,0
BigCodeBench/268,0
BigCodeBench/269,0
BigCodeBench/270,1
BigCodeBench/271,0
BigCodeBench/272,1
BigCodeBench/273,0
BigCodeBench/274,0
BigCodeBench/275,1
BigCodeBench/276,0
BigCodeBench/277,0
BigCodeBench/278,0
BigCodeBench/279,0
BigCodeBench/280,0
BigCodeBench/281,0
BigCodeBench/282,0
BigCodeBench/283,0
BigCodeBench/284,0
BigCodeBench/285,0
BigCodeBench/286,1
BigCodeBench/287,1
BigCodeBench/288,1
BigCodeBench/289,0
BigCodeBench/290,0
BigCodeBench/291,0
BigCodeBench/292,0
BigCodeBench/293,0
BigCodeBench/294,0
BigCodeBench/295,1
BigCodeBench/296,0
BigCodeBench/297,1
BigCodeBench/298,0
BigCodeBench/299,0
BigCodeBench/300,0
BigCodeBench/301,0
BigCodeBench/302,0
BigCodeBench/303,0
BigCodeBench/304,0
BigCodeBench/305,0
BigCodeBench/306,0
BigCodeBench/307,0
BigCodeBench/308,0
BigCodeBench/309,0
BigCodeBench/310,0
BigCodeBench/311,0
BigCodeBench/312,1
BigCodeBench/313,0
BigCodeBench/314,0
BigCodeBench/315,0
BigCodeBench/316,0
BigCodeBench/317,0
BigCodeBench/318,0
BigCodeBench/319,0
BigCodeBench/320,0
BigCodeBench/321,0
BigCodeBench/322,0
BigCodeBench/323,0
BigCodeBench/324,0
BigCodeBench/325,0
BigCodeBench/326,0
BigCodeBench/327,0
BigCodeBench/328,0
BigCodeBench/329,0
BigCodeBench/330,1
BigCodeBench/331,0
BigCodeBench/332,0
BigCodeBench/333,0
BigCodeBench/334,0
BigCodeBench/335,0
BigCodeBench/336,0
BigCodeBench/337,0
BigCodeBench/338,0
BigCodeBench/339,0
BigCodeBench/340,0
BigCodeBench/341,0
BigCodeBench/342,0
BigCodeBench/343,0
BigCodeBench/344,0
BigCodeBench/345,0
BigCodeBench/346,0
BigCodeBench/347,0
BigCodeBench/348,0
BigCodeBench/349,1
BigCodeBench/350,0
BigCodeBench/351,0
BigCodeBench/352,0
BigCodeBench/353,0
BigCodeBench/354,0
BigCodeBench/355,0
BigCodeBench/356,0
BigCodeBench/357,0
BigCodeBench/358,1
BigCodeBench/359,0
BigCodeBench/360,0
BigCodeBench/361,0
BigCodeBench/362,0
BigCodeBench/363,0
BigCodeBench/364,1
BigCodeBench/365,0
BigCodeBench/366,1
BigCodeBench/367,0
BigCodeBench/368,0
BigCodeBench/369,0
BigCodeBench/370,1
BigCodeBench/371,0
BigCodeBench/372,0
BigCodeBench/373,0
BigCodeBench/374,0
BigCodeBench/375,0
BigCodeBench/376,0
BigCodeBench/377,0
BigCodeBench/378,0
BigCodeBench/379,1
BigCodeBench/380,0
BigCodeBench/381,0
BigCodeBench/382,0
BigCodeBench/383,0
BigCodeBench/384,0
BigCodeBench/385,0
BigCodeBench/386,0
BigCodeBench/387,0
BigCodeBench/388,0
BigCodeBench/389,0
BigCodeBench/390,0
BigCodeBench/391,1
BigCodeBench/392,0
BigCodeBench/393,0
BigCodeBench/394,0
BigCodeBench/395,0
BigCodeBench/396,0
BigCodeBench/397,0
BigCodeBench/398,0
BigCodeBench/399,0
BigCodeBench/400,0
BigCodeBench/401,0
BigCodeBench/402,0
BigCodeBench/403,0
BigCodeBench/404,0
BigCodeBench/405,0
BigCodeBench/406,1
BigCodeBench/407,0
BigCodeBench/408,0
BigCodeBench/409,0
BigCodeBench/410,0
BigCodeBench/411,0
BigCodeBench/412,1
BigCodeBench/413,0
BigCodeBench/414,0
BigCodeBench/415,1
BigCodeBench/416,0
BigCodeBench/417,0
BigCodeBench/418,0
BigCodeBench/419,0
BigCodeBench/420,0
BigCodeBench/421,1
BigCodeBench/422,0
BigCodeBench/423,0
BigCodeBench/424,0
BigCodeBench/425,0
BigCodeBench/426,0
BigCodeBench/427,0
BigCodeBench/428,0
BigCodeBench/429,0
BigCodeBench/430,0
BigCodeBench/431,0
BigCodeBench/432,0
BigCodeBench/433,0
BigCodeBench/434,0
BigCodeBench/435,0
BigCodeBench/436,0
BigCodeBench/437,1
BigCodeBench/438,0
BigCodeBench/439,0
BigCodeBench/440,0
BigCodeBench/441,0
BigCodeBench/442,0
BigCodeBench/443,0
BigCodeBench/444,0
BigCodeBench/445,0
BigCodeBench/446,1
BigCodeBench/447,0
BigCodeBench/448,1
BigCodeBench/449,0
BigCodeBench/450,0
BigCodeBench/451,0
BigCodeBench/452,0
BigCodeBench/453,1
BigCodeBench/454,0
BigCodeBench/455,1
BigCodeBench/456,0
BigCodeBench/457,0
BigCodeBench/458,0
BigCodeBench/459,0
BigCodeBench/460,0
BigCodeBench/461,0
BigCodeBench/462,0
BigCodeBench/463,0
BigCodeBench/464,0
BigCodeBench/465,0
BigCodeBench/466,1
BigCodeBench/467,1
BigCodeBench/468,0
BigCodeBench/469,0
BigCodeBench/470,0
BigCodeBench/471,0
BigCodeBench/472,0
BigCodeBench/473,0
BigCodeBench/474,0
BigCodeBench/475,0
BigCodeBench/476,0
BigCodeBench/477,0
BigCodeBench/478,0
BigCodeBench/479,0
BigCodeBench/480,0
BigCodeBench/481,0
BigCodeBench/482,0
BigCodeBench/483,0
BigCodeBench/484,0
BigCodeBench/485,0
BigCodeBench/486,0
BigCodeBench/487,0
BigCodeBench/488,0
BigCodeBench/489,0
BigCodeBench/490,1
BigCodeBench/491,0
BigCodeBench/492,0
BigCodeBench/493,0
BigCodeBench/494,0
BigCodeBench/495,0
BigCodeBench/496,1
BigCodeBench/497,0
BigCodeBench/498,1
BigCodeBench/499,0
BigCodeBench/500,0
BigCodeBench/501,0
BigCodeBench/502,0
BigCodeBench/503,0
BigCodeBench/504,0
BigCodeBench/505,0
BigCodeBench/506,0
BigCodeBench/507,0
BigCodeBench/508,0
BigCodeBench/509,0
BigCodeBench/510,0
BigCodeBench/511,0
BigCodeBench/512,0
BigCodeBench/513,0
BigCodeBench/514,0
BigCodeBench/515,1
BigCodeBench/516,0
BigCodeBench/517,1
BigCodeBench/518,0
BigCodeBench/519,0
BigCodeBench/520,1
BigCodeBench/521,0
BigCodeBench/522,0
BigCodeBench/523,0
BigCodeBench/524,0
BigCodeBench/525,0
BigCodeBench/526,0
BigCodeBench/527,0
BigCodeBench/528,0
BigCodeBench/529,0
BigCodeBench/530,0
BigCodeBench/531,0
BigCodeBench/532,0
BigCodeBench/533,0
BigCodeBench/534,0
BigCodeBench/535,0
BigCodeBench/536,0
BigCodeBench/537,0
BigCodeBench/538,0
BigCodeBench/539,0
BigCodeBench/540,0
BigCodeBench/541,0
BigCodeBench/542,0
BigCodeBench/543,0
BigCodeBench/544,0
BigCodeBench/545,0
BigCodeBench/546,0
BigCodeBench/547,0
BigCodeBench/548,0
BigCodeBench/549,0
BigCodeBench/550,0
BigCodeBench/551,0
BigCodeBench/552,0
BigCodeBench/553,0
BigCodeBench/554,0
BigCodeBench/555,0
BigCodeBench/556,1
BigCodeBench/557,0
BigCodeBench/558,0
BigCodeBench/559,1
BigCodeBench/560,0
BigCodeBench/561,1
BigCodeBench/562,0
BigCodeBench/563,1
BigCodeBench/564,0
BigCodeBench/565,0
BigCodeBench/566,0
BigCodeBench/567,0
BigCodeBench/568,0
BigCodeBench/569,0
BigCodeBench/570,0
BigCodeBench/571,0
BigCodeBench/572,0
BigCodeBench/573,0
BigCodeBench/574,0
BigCodeBench/575,0
BigCodeBench/576,0
BigCodeBench/577,0
BigCodeBench/578,0
BigCodeBench/579,0
BigCodeBench/580,0
BigCodeBench/581,0
BigCodeBench/582,0
BigCodeBench/583,0
BigCodeBench/584,0
BigCodeBench/585,0
BigCodeBench/586,0
BigCodeBench/587,0
BigCodeBench/588,1
BigCodeBench/589,0
BigCodeBench/590,0
BigCodeBench/591,0
BigCodeBench/592,0
BigCodeBench/593,0
BigCodeBench/594,0
BigCodeBench/595,0
BigCodeBench/596,0
BigCodeBench/597,0
BigCodeBench/598,0
BigCodeBench/599,0
BigCodeBench/600,0
BigCodeBench/601,0
BigCodeBench/602,0
BigCodeBench/603,0
BigCodeBench/604,0
BigCodeBench/605,1
BigCodeBench/606,0
BigCodeBench/607,0
BigCodeBench/608,0
BigCodeBench/609,0
BigCodeBench/610,0
BigCodeBench/611,0
BigCodeBench/612,0
BigCodeBench/613,0
BigCodeBench/614,0
BigCodeBench/615,0
BigCodeBench/616,0
BigCodeBench/617,0
BigCodeBench/618,0
BigCodeBench/619,0
BigCodeBench/620,0
BigCodeBench/621,0
BigCodeBench/622,0
BigCodeBench/623,0
BigCodeBench/624,0
BigCodeBench/625,0
BigCodeBench/626,0
BigCodeBench/627,0
BigCodeBench/628,1
BigCodeBench/629,0
BigCodeBench/630,1
BigCodeBench/631,0
BigCodeBench/632,1
BigCodeBench/633,0
BigCodeBench/634,0
BigCodeBench/635,0
BigCodeBench/636,0
BigCodeBench/637,0
BigCodeBench/638,0
BigCodeBench/639,0
BigCodeBench/640,0
BigCodeBench/641,1
BigCodeBench/642,0
BigCodeBench/643,0
BigCodeBench/644,0
BigCodeBench/645,0
BigCodeBench/646,0
BigCodeBench/647,0
BigCodeBench/648,0
BigCodeBench/649,0
BigCodeBench/650,0
BigCodeBench/651,0
BigCodeBench/652,0
BigCodeBench/653,0
BigCodeBench/654,0
BigCodeBench/655,0
BigCodeBench/656,0
BigCodeBench/657,0
BigCodeBench/658,0
BigCodeBench/659,1
BigCodeBench/660,0
BigCodeBench/661,0
BigCodeBench/662,0
BigCodeBench/663,0
BigCodeBench/664,0
BigCodeBench/665,1
BigCodeBench/666,0
BigCodeBench/667,0
BigCodeBench/668,0
BigCodeBench/669,0
BigCodeBench/670,1
BigCodeBench/671,0
BigCodeBench/672,0
BigCodeBench/673,0
BigCodeBench/674,0
BigCodeBench/675,0
BigCodeBench/676,0
BigCodeBench/677,1
BigCodeBench/678,0
BigCodeBench/679,0
BigCodeBench/680,0
BigCodeBench/681,0
BigCodeBench/682,0
BigCodeBench/683,1
BigCodeBench/684,1
BigCodeBench/685,1
BigCodeBench/686,0
BigCodeBench/687,0
BigCodeBench/688,0
BigCodeBench/689,1
BigCodeBench/690,0
BigCodeBench/691,1
BigCodeBench/692,0
BigCodeBench/693,0
BigCodeBench/694,1
BigCodeBench/695,1
BigCodeBench/696,0
BigCodeBench/697,0
BigCodeBench/698,0
BigCodeBench/699,1
BigCodeBench/700,1
BigCodeBench/701,0
BigCodeBench/702,0
BigCodeBench/703,1
BigCodeBench/704,0
BigCodeBench/705,0
BigCodeBench/706,0
BigCodeBench/707,1
BigCodeBench/708,0
BigCodeBench/709,0
BigCodeBench/710,0
BigCodeBench/711,0
BigCodeBench/712,1
BigCodeBench/713,0
BigCodeBench/714,0
BigCodeBench/715,0
BigCodeBench/716,0
BigCodeBench/717,0
BigCodeBench/718,0
BigCodeBench/719,0
BigCodeBench/720,0
BigCodeBench/721,0
BigCodeBench/722,0
BigCodeBench/723,0
BigCodeBench/724,1
BigCodeBench/725,1
BigCodeBench/726,0
BigCodeBench/727,0
BigCodeBench/728,0
BigCodeBench/729,1
BigCodeBench/730,0
BigCodeBench/731,1
BigCodeBench/732,0
BigCodeBench/733,0
BigCodeBench/734,0
BigCodeBench/735,1
BigCodeBench/736,0
BigCodeBench/737,0
BigCodeBench/738,1
BigCodeBench/739,0
BigCodeBench/740,1
BigCodeBench/741,0
BigCodeBench/742,1
BigCodeBench/743,0
BigCodeBench/744,0
BigCodeBench/745,0
BigCodeBench/746,0
BigCodeBench/747,0
BigCodeBench/748,0
BigCodeBench/749,0
BigCodeBench/750,0
BigCodeBench/751,1
BigCodeBench/752,0
BigCodeBench/753,0
BigCodeBench/754,0
BigCodeBench/755,0
BigCodeBench/756,1
BigCodeBench/757,0
BigCodeBench/758,0
BigCodeBench/759,0
BigCodeBench/760,0
BigCodeBench/761,0
BigCodeBench/762,1
BigCodeBench/763,0
BigCodeBench/764,0
BigCodeBench/765,0
BigCodeBench/766,0
BigCodeBench/767,1
BigCodeBench/768,0
BigCodeBench/769,1
BigCodeBench/770,0
BigCodeBench/771,0
BigCodeBench/772,0
BigCodeBench/773,0
BigCodeBench/774,0
BigCodeBench/775,0
BigCodeBench/776,0
BigCodeBench/777,0
BigCodeBench/778,0
BigCodeBench/779,0
BigCodeBench/780,0
BigCodeBench/781,0
BigCodeBench/782,0
BigCodeBench/783,1
BigCodeBench/784,0
BigCodeBench/785,0
BigCodeBench/786,1
BigCodeBench/787,0
BigCodeBench/788,0
BigCodeBench/789,0
BigCodeBench/790,1
BigCodeBench/791,0
BigCodeBench/792,0
BigCodeBench/793,0
BigCodeBench/794,0
BigCodeBench/795,1
BigCodeBench/796,0
BigCodeBench/797,0
BigCodeBench/798,0
BigCodeBench/799,0
BigCodeBench/800,0
BigCodeBench/801,0
BigCodeBench/802,0
BigCodeBench/803,0
BigCodeBench/804,0
BigCodeBench/805,0
BigCodeBench/806,0
BigCodeBench/807,0
BigCodeBench/808,0
BigCodeBench/809,0
BigCodeBench/810,0
BigCodeBench/811,0
BigCodeBench/812,0
BigCodeBench/813,0
BigCodeBench/814,0
BigCodeBench/815,0
BigCodeBench/816,0
BigCodeBench/817,0
BigCodeBench/818,0
BigCodeBench/819,0
BigCodeBench/820,1
BigCodeBench/821,0
BigCodeBench/822,0
BigCodeBench/823,0
BigCodeBench/824,0
BigCodeBench/825,0
BigCodeBench/826,0
BigCodeBench/827,1
BigCodeBench/828,0
BigCodeBench/829,0
BigCodeBench/830,0
BigCodeBench/831,0
BigCodeBench/832,0
BigCodeBench/833,0
BigCodeBench/834,0
BigCodeBench/835,0
BigCodeBench/836,0
BigCodeBench/837,0
BigCodeBench/838,0
BigCodeBench/839,0
BigCodeBench/840,1
BigCodeBench/841,0
BigCodeBench/842,0
BigCodeBench/843,0
BigCodeBench/844,0
BigCodeBench/845,0
BigCodeBench/846,0
BigCodeBench/847,0
BigCodeBench/848,0
BigCodeBench/849,0
BigCodeBench/850,0
BigCodeBench/851,0
BigCodeBench/852,0
BigCodeBench/853,0
BigCodeBench/854,0
BigCodeBench/855,0
BigCodeBench/856,0
BigCodeBench/857,0
BigCodeBench/858,1
BigCodeBench/859,0
BigCodeBench/860,0
BigCodeBench/861,0
BigCodeBench/862,0
BigCodeBench/863,1
BigCodeBench/864,0
BigCodeBench/865,0
BigCodeBench/866,0
BigCodeBench/867,0
BigCodeBench/868,0
BigCodeBench/869,0
BigCodeBench/870,0
BigCodeBench/871,0
BigCodeBench/872,0
BigCodeBench/873,1
BigCodeBench/874,1
BigCodeBench/875,0
BigCodeBench/876,0
BigCodeBench/877,0
BigCodeBench/878,0
BigCodeBench/879,0
BigCodeBench/880,0
BigCodeBench/881,0
BigCodeBench/882,0
BigCodeBench/883,0
BigCodeBench/884,0
BigCodeBench/885,0
BigCodeBench/886,0
BigCodeBench/887,0
BigCodeBench/888,0
BigCodeBench/889,0
BigCodeBench/890,0
BigCodeBench/891,0
BigCodeBench/892,0
BigCodeBench/893,0
BigCodeBench/894,0
BigCodeBench/895,0
BigCodeBench/896,0
BigCodeBench/897,0
BigCodeBench/898,0
BigCodeBench/899,0
BigCodeBench/900,0
BigCodeBench/901,0
BigCodeBench/902,0
BigCodeBench/903,0
BigCodeBench/904,0
BigCodeBench/905,0
BigCodeBench/906,0
BigCodeBench/907,0
BigCodeBench/908,0
BigCodeBench/909,0
BigCodeBench/910,0
BigCodeBench/911,0
BigCodeBench/912,0
BigCodeBench/913,0
BigCodeBench/914,0
BigCodeBench/915,0
BigCodeBench/916,0
BigCodeBench/917,0
BigCodeBench/918,0
BigCodeBench/919,0
BigCodeBench/920,0
BigCodeBench/921,0
BigCodeBench/922,0
BigCodeBench/923,0
BigCodeBench/924,0
BigCodeBench/925,1
BigCodeBench/926,0
BigCodeBench/927,1
BigCodeBench/928,0
BigCodeBench/929,0
BigCodeBench/930,0
BigCodeBench/931,0
BigCodeBench/932,0
BigCodeBench/933,0
BigCodeBench/934,0
BigCodeBench/935,1
BigCodeBench/936,0
BigCodeBench/937,1
BigCodeBench/938,0
BigCodeBench/939,0
BigCodeBench/940,0
BigCodeBench/941,0
BigCodeBench/942,0
BigCodeBench/943,0
BigCodeBench/944,0
BigCodeBench/945,0
BigCodeBench/946,0
BigCodeBench/947,0
BigCodeBench/948,1
BigCodeBench/949,1
BigCodeBench/950,0
BigCodeBench/951,0
BigCodeBench/952,0
BigCodeBench/953,0
BigCodeBench/954,0
BigCodeBench/955,0
BigCodeBench/956,0
BigCodeBench/957,0
BigCodeBench/958,0
BigCodeBench/959,0
BigCodeBench/960,1
BigCodeBench/961,0
BigCodeBench/962,0
BigCodeBench/963,0
BigCodeBench/964,0
BigCodeBench/965,0
BigCodeBench/966,0
BigCodeBench/967,0
BigCodeBench/968,0
BigCodeBench/969,0
BigCodeBench/970,0
BigCodeBench/971,0
BigCodeBench/972,0
BigCodeBench/973,0
BigCodeBench/974,0
BigCodeBench/975,0
BigCodeBench/976,0
BigCodeBench/977,0
BigCodeBench/978,0
BigCodeBench/979,0
BigCodeBench/980,0
BigCodeBench/981,0
BigCodeBench/982,1
BigCodeBench/983,0
BigCodeBench/984,0
BigCodeBench/985,0
BigCodeBench/986,0
BigCodeBench/987,0
BigCodeBench/988,0
BigCodeBench/989,0
BigCodeBench/990,0
BigCodeBench/991,0
BigCodeBench/992,0
BigCodeBench/993,0
BigCodeBench/994,0
BigCodeBench/995,0
BigCodeBench/996,0
BigCodeBench/997,0
BigCodeBench/998,0
BigCodeBench/999,0
BigCodeBench/1000,0
BigCodeBench/1001,0
BigCodeBench/1002,0
BigCodeBench/1003,0
BigCodeBench/1004,0
BigCodeBench/1005,0
BigCodeBench/1006,0
BigCodeBench/1007,0
BigCodeBench/1008,0
BigCodeBench/1009,0
BigCodeBench/1010,0
BigCodeBench/1011,1
BigCodeBench/1012,0
BigCodeBench/1013,0
BigCodeBench/1014,0
BigCodeBench/1015,0
BigCodeBench/1016,0
BigCodeBench/1017,0
BigCodeBench/1018,0
BigCodeBench/1019,0
BigCodeBench/1020,0
BigCodeBench/1021,0
BigCodeBench/1022,0
BigCodeBench/1023,0
BigCodeBench/1024,0
BigCodeBench/1025,0
BigCodeBench/1026,0
BigCodeBench/1027,0
BigCodeBench/1028,0
BigCodeBench/1029,0
BigCodeBench/1030,0
BigCodeBench/1031,1
BigCodeBench/1032,0
BigCodeBench/1033,0
BigCodeBench/1034,0
BigCodeBench/1035,0
BigCodeBench/1036,0
BigCodeBench/1037,0
BigCodeBench/1038,0
BigCodeBench/1039,0
BigCodeBench/1040,0
BigCodeBench/1041,0
BigCodeBench/1042,0
BigCodeBench/1043,0
BigCodeBench/1044,0
BigCodeBench/1045,0
BigCodeBench/1046,0
BigCodeBench/1047,1
BigCodeBench/1048,1
BigCodeBench/1049,0
BigCodeBench/1050,0
BigCodeBench/1051,1
BigCodeBench/1052,0
BigCodeBench/1053,0
BigCodeBench/1054,0
BigCodeBench/1055,0
BigCodeBench/1056,0
BigCodeBench/1057,0
BigCodeBench/1058,0
BigCodeBench/1059,0
BigCodeBench/1060,0
BigCodeBench/1061,0
BigCodeBench/1062,1
BigCodeBench/1063,0
BigCodeBench/1064,0
BigCodeBench/1065,0
BigCodeBench/1066,0
BigCodeBench/1067,0
BigCodeBench/1068,0
BigCodeBench/1069,0
BigCodeBench/1070,0
BigCodeBench/1071,0
BigCodeBench/1072,0
BigCodeBench/1073,0
BigCodeBench/1074,0
BigCodeBench/1075,0
BigCodeBench/1076,0
BigCodeBench/1077,0
BigCodeBench/1078,0
BigCodeBench/1079,0
BigCodeBench/1080,0
BigCodeBench/1081,0
BigCodeBench/1082,0
BigCodeBench/1083,0
BigCodeBench/1084,0
BigCodeBench/1085,0
BigCodeBench/1086,0
BigCodeBench/1087,0
BigCodeBench/1088,0
BigCodeBench/1089,0
BigCodeBench/1090,0
BigCodeBench/1091,0
BigCodeBench/1092,0
BigCodeBench/1093,0
BigCodeBench/1094,0
BigCodeBench/1095,0
BigCodeBench/1096,0
BigCodeBench/1097,0
BigCodeBench/1098,0
BigCodeBench/1099,0
BigCodeBench/1100,0
BigCodeBench/1101,0
BigCodeBench/1102,0
BigCodeBench/1103,0
BigCodeBench/1104,0
BigCodeBench/1105,0
BigCodeBench/1106,1
BigCodeBench/1107,1
BigCodeBench/1108,0
BigCodeBench/1109,1
BigCodeBench/1110,0
BigCodeBench/1111,0
BigCodeBench/1112,0
BigCodeBench/1113,0
BigCodeBench/1114,0
BigCodeBench/1115,0
BigCodeBench/1116,0
BigCodeBench/1117,0
BigCodeBench/1118,0
BigCodeBench/1119,0
BigCodeBench/1120,0
BigCodeBench/1121,0
BigCodeBench/1122,0
BigCodeBench/1123,0
BigCodeBench/1124,0
BigCodeBench/1125,0
BigCodeBench/1126,1
BigCodeBench/1127,0
BigCodeBench/1128,1
BigCodeBench/1129,0
BigCodeBench/1130,1
BigCodeBench/1131,0
BigCodeBench/1132,0
BigCodeBench/1133,0
BigCodeBench/1134,0
BigCodeBench/1135,0
BigCodeBench/1136,0
BigCodeBench/1137,0
BigCodeBench/1138,0
BigCodeBench/1139,0
