Directory,Model,Method,TaskID,LoC,Reliability,Maintainability,Security_Hotspots,CyC,CoC
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d23748ba5a41d1c3f497,7.0,0,0,0,2.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d23948ba5a41d1c3f498,0.0,0,0,0,0.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d23a48ba5a41d1c3f499,10.0,0,0,0,3.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d23b48ba5a41d1c3f49a,0.0,0,0,0,0.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d23c48ba5a41d1c3f49b,9.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d23e48ba5a41d1c3f49e,8.0,0,0,0,2.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d24048ba5a41d1c3f49f,43.0,0,0,0,12.0,9.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62b8d27a48ba5a41d1c3f4c6,20.0,1,1,0,6.0,10.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e4fb4d85ea9864308902e7,5.0,0,0,0,2.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e4fb6585ea98643089032b,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e4fbda85ea986430890403,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e4fbda85ea986430890405,0.0,0,0,0,0.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e5dc9ed76274f8a4026b5b,7.0,0,0,0,3.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60707d76274f8a4026b69,26.0,0,0,0,13.0,5.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60723d76274f8a4026b75,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60879d76274f8a4026bec,7.0,0,2,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e6087ad76274f8a4026bf2,7.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e6087bd76274f8a4026bfa,5.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60b10d76274f8a4026ccd,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60da4d76274f8a4026cf1,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60e05d76274f8a4026cfd,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60e49d76274f8a4026d25,6.0,0,0,0,2.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60ed4d76274f8a4026da0,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60f33d76274f8a4026de9,7.0,0,0,0,2.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60f37d76274f8a4026dfd,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60f3bd76274f8a4026e10,5.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62e60f43d76274f8a4026e28,4.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd60,12.0,1,0,0,3.0,4.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd61,9.0,0,0,0,4.0,7.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd62,5.0,0,0,0,3.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd63,2.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd64,5.0,0,1,0,2.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd65,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd66,8.0,0,0,0,3.0,4.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd67,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd69,3.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd70,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd71,5.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd72,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd73,12.0,0,0,0,4.0,7.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd74,14.0,0,0,0,3.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd76,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd77,10.0,0,1,0,3.0,5.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd5f,3.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd6a,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd6b,6.0,1,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4982e6aefcf4aabbd6f,12.0,0,0,0,3.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd78,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd79,5.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd80,5.0,0,0,0,2.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd82,6.0,0,0,0,3.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd83,23.0,0,0,0,10.0,10.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd84,6.0,0,0,0,1.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd85,8.0,0,0,0,3.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd86,4.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd87,14.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd88,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd7a,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd7b,12.0,0,0,0,3.0,5.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd7c,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd7d,8.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd7e,9.0,0,0,0,2.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd7f,14.0,0,0,0,3.0,5.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd8a,9.0,0,0,0,2.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,62ece4992e6aefcf4aabbd8b,4.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6305f9991d275c6667163c50,3.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306091073426c38ae68acac,7.0,0,0,0,3.0,4.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306091a73426c38ae68acc8,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092973426c38ae68ad01,6.0,0,0,0,3.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092c73426c38ae68ad02,12.0,0,0,0,6.0,7.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092d73426c38ae68ad04,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092d73426c38ae68ad05,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092d73426c38ae68ad06,6.0,0,0,0,3.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092d73426c38ae68ad08,11.0,0,2,0,6.0,15.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092e73426c38ae68ad0d,3.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092e73426c38ae68ad0f,17.0,0,0,0,4.0,10.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306092f73426c38ae68ad13,0.0,0,0,0,0.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306093273426c38ae68ad15,1.0,0,15,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,63060ada73426c38ae68ad31,0.0,0,0,0,0.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,63060b1a73426c38ae68ad3e,33.0,1,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,63060b1b73426c38ae68ad42,3.0,0,0,0,2.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292052e177c0ba469f09,17.0,0,0,0,4.0,11.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292152e177c0ba469f0d,6.0,0,0,0,3.0,2.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292252e177c0ba469f11,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292352e177c0ba469f1d,0.0,0,0,0,0.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292352e177c0ba469f1e,4.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292652e177c0ba469f34,6.0,0,0,0,1.0,1.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306292a52e177c0ba469f41,5.0,0,0,0,3.0,3.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306298b52e177c0ba469fdc,2.0,0,0,0,1.0,0.0
CoderEval-Python-CodeLlama-7B-GPTQ,CodeLlama-7B,GPTQ,6306299052e177c0ba469fe8,5.0,0,0,0,2.0,2.0
