task_id,benchmark,entropy,length_words,bucket
62b87af99a0c4fa8b80b3524,CoderEval,2.94770277922009,9,Low
62b87af69a0c4fa8b80b351a,CoderEval,3.277613436819116,11,Low
62b87af19a0c4fa8b80b34f7,CoderEval,3.459431618637298,11,Low
62b87af09a0c4fa8b80b34f1,CoderEval,3.640223928941851,15,Low
62b86aa3b4d922cb0e688d36,CoderEval,3.5465935642949384,13,Low
62b86a9eb4d922cb0e688d25,CoderEval,3.589898095464287,15,Low
62b86a4fb4d922cb0e688cf8,CoderEval,2.94770277922009,9,Low
62b86a4fb4d922cb0e688cf7,CoderEval,2.94770277922009,9,Low
62b86a01b4d922cb0e688ccc,CoderEval,4.607264455478377,31,Low
62b869ebb4d922cb0e688cc6,CoderEval,5.215936788508254,56,Low
62b869eab4d922cb0e688cc5,CoderEval,5.327737457054584,69,Low
62b869eab4d922cb0e688cbf,CoderEval,4.106603137064473,21,Low
62b45df05108cfac7f2109ce,CoderEval,3.584962500721156,12,Low
62b45df15108cfac7f2109dc,CoderEval,3.975418017913832,21,Low
62b45df15108cfac7f2109dd,CoderEval,2.75,8,Low
62b45e145108cfac7f210a07,CoderEval,5.088779347361359,46,Low
62b45e145108cfac7f210a09,CoderEval,3.8521687236032816,17,Low
62b45e165108cfac7f210a16,CoderEval,5.136297540774118,45,Low
62b45e165108cfac7f210a17,CoderEval,3.09306920777189,14,Low
62b45e175108cfac7f210a19,CoderEval,4.28022625367366,29,Low
62b463153879012d19481498,CoderEval,2.584962500721156,6,Low
62b463153879012d1948149a,CoderEval,3.321928094887362,10,Low
62b463153879012d1948149b,CoderEval,4.001629167387823,24,Low
62b463153879012d1948149c,CoderEval,3.7004397181410926,13,Low
62b463153879012d1948149d,CoderEval,3.169925001442312,9,Low
62b463153879012d1948149f,CoderEval,4.290752091377512,61,Low
62b463153879012d194814a1,CoderEval,3.4056390622295662,16,Low
62b463163879012d194814a2,CoderEval,3.4056390622295662,16,Low
62b463163879012d194814a4,CoderEval,3.0,8,Low
62b463163879012d194814a6,CoderEval,2.75,8,Low
62b4631b3879012d194814dd,CoderEval,2.584962500721156,6,Low
62b463283879012d1948153d,CoderEval,3.188721875540867,12,Low
62b463303879012d19481579,CoderEval,3.3927474104487847,13,Low
62b46740d2f69a53b466171a,CoderEval,4.459431618637295,22,Low
62b46746d2f69a53b4661722,CoderEval,3.6644977792004623,14,Low
62b86707b4d922cb0e688c2a,CoderEval,3.5724312513221195,18,Low
62b86729b4d922cb0e688c2f,CoderEval,4.169925001442312,18,Low
62b8a4a4755ee91dce50a3d2,CoderEval,3.125,16,Low
62b8982f755ee91dce50a241,CoderEval,2.807354922057604,7,Low
62b89640755ee91dce50a114,CoderEval,3.0,8,Low
62b87d24d292efb640a55670,CoderEval,3.577819531114783,16,Low
62b87d24d292efb640a5566f,CoderEval,3.2516291673878226,12,Low
62b87d24d292efb640a5566d,CoderEval,3.5465935642949384,13,Low
62b87d23d292efb640a5566b,CoderEval,2.0,4,Low
62b87d23d292efb640a55668,CoderEval,3.321928094887362,10,Low
62b87d23d292efb640a55667,CoderEval,3.418295834054489,12,Low
62b45e945108cfac7f210a4a,CoderEval,4.088779347361362,23,Low
62b45e515108cfac7f210a3c,CoderEval,3.0,8,Low
62b45e2eb89c9fd354170232,CoderEval,2.807354922057604,7,Low
62b45e23e0d4551b0392c90a,CoderEval,5.40399812257623,55,Low
62b45e21e0d4551b0392c8ed,CoderEval,3.418295834054489,12,Low
62b4567ed7d32e5b55cc83d9,CoderEval,4.363713275750188,26,Low
62b4567ad7d32e5b55cc83af,CoderEval,4.142664355548846,19,Low
62b45679d7d32e5b55cc83a9,CoderEval,3.584962500721156,12,Low
62b45665d7d32e5b55cc8365,CoderEval,3.0,8,Low
62b45665d7d32e5b55cc8364,CoderEval,5.381145066164258,66,Low
62b438b666fea644fe22cc78,CoderEval,4.142664355548846,19,Low
62b438b666fea644fe22cc72,CoderEval,3.584962500721156,12,Low
62b438a266fea644fe22cc2e,CoderEval,4.735926350629034,28,Low
62b438a266fea644fe22cc2d,CoderEval,5.381145066164258,66,Low
62ece4982e6aefcf4aabbd5f,CoderEval,4.707714802597437,35,Low
62ece4982e6aefcf4aabbd60,CoderEval,4.026986833359286,26,Low
62ece4982e6aefcf4aabbd61,CoderEval,4.8647266763812915,37,Low
62ece4982e6aefcf4aabbd62,CoderEval,4.519999987133629,37,Low
62ece4982e6aefcf4aabbd63,CoderEval,4.440223928941852,30,Low
62ece4982e6aefcf4aabbd64,CoderEval,3.5465935642949384,13,Low
62ece4982e6aefcf4aabbd65,CoderEval,4.001822825622231,23,Low
62ece4982e6aefcf4aabbd66,CoderEval,5.622120364790457,101,Low
62ece4982e6aefcf4aabbd67,CoderEval,5.053795851142774,55,Low
62ece4982e6aefcf4aabbd69,CoderEval,3.1219280948873624,10,Low
62ece4982e6aefcf4aabbd6a,CoderEval,4.1619781796795525,26,Low
62ece4982e6aefcf4aabbd6b,CoderEval,2.807354922057604,7,Low
62ece4982e6aefcf4aabbd6f,CoderEval,4.836080318455743,45,Low
62ece4982e6aefcf4aabbd70,CoderEval,3.5465935642949384,13,Low
62ece4982e6aefcf4aabbd71,CoderEval,4.668169992264658,41,Low
62ece4982e6aefcf4aabbd72,CoderEval,3.807763576417195,17,Low
62ece4982e6aefcf4aabbd73,CoderEval,5.094551758782523,55,Low
62ece4982e6aefcf4aabbd74,CoderEval,5.2898807340435186,51,Low
62ece4982e6aefcf4aabbd76,CoderEval,4.15565155225257,31,Low
62ece4982e6aefcf4aabbd77,CoderEval,5.142824886638043,55,Low
62ece4992e6aefcf4aabbd78,CoderEval,4.514101654930177,36,Low
62ece4992e6aefcf4aabbd79,CoderEval,4.257756064128516,26,Low
62ece4992e6aefcf4aabbd7a,CoderEval,4.142664355548847,19,Low
62ece4992e6aefcf4aabbd7b,CoderEval,5.03418371977919,40,Low
62ece4992e6aefcf4aabbd7c,CoderEval,4.201841232302569,21,Low
62ece4992e6aefcf4aabbd7d,CoderEval,5.122002213406649,55,Low
62ece4992e6aefcf4aabbd7e,CoderEval,4.629249223856036,38,Low
62ece4992e6aefcf4aabbd7f,CoderEval,4.3927474104487825,26,Low
62ece4992e6aefcf4aabbd80,CoderEval,4.942782734610331,47,Low
62ece4992e6aefcf4aabbd82,CoderEval,4.298068512058839,30,Low
62ece4992e6aefcf4aabbd83,CoderEval,4.303508854797679,24,Low
62ece4992e6aefcf4aabbd84,CoderEval,3.75,16,Low
62ece4992e6aefcf4aabbd85,CoderEval,5.23100637484136,58,Low
62ece4992e6aefcf4aabbd86,CoderEval,3.6143694458867563,18,Low
62ece4992e6aefcf4aabbd87,CoderEval,4.75,32,Low
62ece4992e6aefcf4aabbd88,CoderEval,4.042433003725894,31,Low
62ece4992e6aefcf4aabbd8a,CoderEval,5.321297024298045,59,Low
62ece4992e6aefcf4aabbd8b,CoderEval,4.843568731230678,35,Low
62b87b199a0c4fa8b80b354c,CoderEval,3.9841837197791885,20,Low
62b87b4f9a0c4fa8b80b3581,CoderEval,5.701855058082746,83,Low
62b87b519a0c4fa8b80b3583,CoderEval,5.74720412788343,87,Low
62b87b869a0c4fa8b80b35e1,CoderEval,6.423575493312973,169,High
62b8b4baeb7e40a82d2d1136,CoderEval,6.233395960482107,155,High
62b8b4baeb7e40a82d2d1137,CoderEval,6.233395960482107,155,High
62b8b4c1eb7e40a82d2d1139,CoderEval,3.0,8,Low
62b8b559eb7e40a82d2d11f6,CoderEval,3.169925001442312,9,Low
62b8d22a48ba5a41d1c3f47d,CoderEval,4.373660689688184,25,Low
62b8d23748ba5a41d1c3f497,CoderEval,3.321928094887362,10,Low
62b8d23a48ba5a41d1c3f499,CoderEval,3.321928094887362,10,Low
62b8d23c48ba5a41d1c3f49b,CoderEval,3.321928094887362,10,Low
62b8d23e48ba5a41d1c3f49e,CoderEval,3.8073549220576055,14,Low
62b8a7b2755ee91dce50a4a7,CoderEval,6.118728136590109,105,High
6305f9991d275c6667163c50,CoderEval,4.01136504182638,21,Low
6306292052e177c0ba469f09,CoderEval,4.723874164623654,44,Low
6306292152e177c0ba469f0d,CoderEval,4.037401197654111,19,Low
6306292252e177c0ba469f11,CoderEval,3.4677201004745006,14,Low
6306292352e177c0ba469f1d,CoderEval,4.905974696849667,45,Low
6306292352e177c0ba469f1e,CoderEval,3.459431618637298,11,Low
6306292652e177c0ba469f34,CoderEval,3.027169118440619,11,Low
6306292a52e177c0ba469f41,CoderEval,4.21126073643228,29,Low
6306298b52e177c0ba469fdc,CoderEval,3.7004397181410926,13,Low
6306299052e177c0ba469fe8,CoderEval,3.773557262275185,15,Low
630629b952e177c0ba46a043,CoderEval,3.459431618637298,11,Low
630629d052e177c0ba46a0a1,CoderEval,3.969815782426811,17,Low
630629e052e177c0ba46a0c4,CoderEval,3.8212963336848613,28,Low
630629e152e177c0ba46a0d1,CoderEval,3.7004397181410926,13,Low
630629e152e177c0ba46a0d2,CoderEval,3.969815782426811,17,Low
630629e252e177c0ba46a0d6,CoderEval,3.906890595608518,15,Low
630629e752e177c0ba46a0fb,CoderEval,3.169925001442312,9,Low
6306091073426c38ae68acac,CoderEval,4.918564346232594,74,Low
6306091a73426c38ae68acc8,CoderEval,3.321928094887362,10,Low
6306092973426c38ae68ad01,CoderEval,3.121928094887362,10,Low
6306092c73426c38ae68ad02,CoderEval,3.788754913993503,22,Low
6306092d73426c38ae68ad04,CoderEval,3.8868421881310122,24,Low
6306092d73426c38ae68ad05,CoderEval,3.702819531114783,16,Low
6306092d73426c38ae68ad06,CoderEval,3.6644977792004623,14,Low
6306092d73426c38ae68ad08,CoderEval,4.4575751596784805,35,Low
6306092e73426c38ae68ad0d,CoderEval,4.501629167387823,24,Low
6306092e73426c38ae68ad0f,CoderEval,5.400432302535628,70,Low
6306092f73426c38ae68ad13,CoderEval,5.02322500208334,54,Low
6306093273426c38ae68ad15,CoderEval,5.030633374059374,45,Low
63060ada73426c38ae68ad31,CoderEval,4.8625759375402735,33,Low
63060b1a73426c38ae68ad3e,CoderEval,3.640223928941851,15,Low
63060b1b73426c38ae68ad42,CoderEval,3.7004397181410926,13,Low
BigCodeBench/0,BigCodeBench,5.530834946866853,84,Low
BigCodeBench/1,BigCodeBench,5.570605491680631,91,Low
BigCodeBench/2,BigCodeBench,5.39240711859288,76,Low
BigCodeBench/3,BigCodeBench,5.707071951051538,93,Low
BigCodeBench/4,BigCodeBench,5.683022406442536,103,Low
BigCodeBench/5,BigCodeBench,5.859997203270879,117,High
BigCodeBench/6,BigCodeBench,5.794017450226483,106,High
BigCodeBench/7,BigCodeBench,6.0042335007312415,128,High
BigCodeBench/8,BigCodeBench,5.604600085032655,97,Low
BigCodeBench/9,BigCodeBench,5.759183719779186,80,High
BigCodeBench/10,BigCodeBench,5.702506208490507,122,Low
BigCodeBench/11,BigCodeBench,5.573616233098202,84,Low
BigCodeBench/12,BigCodeBench,5.924581528800371,119,High
BigCodeBench/13,BigCodeBench,6.074484923516686,182,High
BigCodeBench/14,BigCodeBench,5.981065292764432,126,High
BigCodeBench/15,BigCodeBench,5.940381358078006,132,High
BigCodeBench/16,BigCodeBench,5.726365840889877,90,Low
BigCodeBench/17,BigCodeBench,5.627261916749114,84,Low
BigCodeBench/18,BigCodeBench,5.994341525428115,108,High
BigCodeBench/19,BigCodeBench,5.59861463155189,84,Low
BigCodeBench/20,BigCodeBench,5.785581065670064,73,High
BigCodeBench/21,BigCodeBench,6.3477327486943445,118,High
BigCodeBench/22,BigCodeBench,5.883947614028524,95,High
BigCodeBench/23,BigCodeBench,6.103734019716198,119,High
BigCodeBench/24,BigCodeBench,5.718580852071095,87,Low
BigCodeBench/25,BigCodeBench,5.35390925890053,55,Low
BigCodeBench/26,BigCodeBench,5.203723326306538,62,Low
BigCodeBench/27,BigCodeBench,5.958428213195632,94,High
BigCodeBench/28,BigCodeBench,5.519454882778696,64,Low
BigCodeBench/29,BigCodeBench,5.3312708498489565,55,Low
BigCodeBench/30,BigCodeBench,6.35185787537703,129,High
BigCodeBench/31,BigCodeBench,6.0045868704750545,116,High
BigCodeBench/32,BigCodeBench,5.34499607716102,55,Low
BigCodeBench/33,BigCodeBench,5.332505338219005,70,Low
BigCodeBench/34,BigCodeBench,5.4678720856127425,76,Low
BigCodeBench/35,BigCodeBench,5.68081261591593,74,Low
BigCodeBench/36,BigCodeBench,6.119522262948256,90,High
BigCodeBench/37,BigCodeBench,5.882293009861487,132,High
BigCodeBench/38,BigCodeBench,6.105239648336088,128,High
BigCodeBench/39,BigCodeBench,6.604894255582911,189,High
BigCodeBench/40,BigCodeBench,5.953782293776776,98,High
BigCodeBench/41,BigCodeBench,5.5829157999632795,72,Low
BigCodeBench/42,BigCodeBench,6.115105096002669,161,High
BigCodeBench/43,BigCodeBench,6.012469766009996,104,High
BigCodeBench/44,BigCodeBench,5.522665866803593,62,Low
BigCodeBench/45,BigCodeBench,5.931395275684769,116,High
BigCodeBench/46,BigCodeBench,5.839826738065285,78,High
BigCodeBench/47,BigCodeBench,5.457361074259227,63,Low
BigCodeBench/48,BigCodeBench,5.768237889460179,83,High
BigCodeBench/49,BigCodeBench,6.024949195643151,147,High
BigCodeBench/50,BigCodeBench,6.239213698526966,149,High
BigCodeBench/51,BigCodeBench,6.293977741711068,158,High
BigCodeBench/52,BigCodeBench,5.573557262275184,60,Low
BigCodeBench/53,BigCodeBench,6.1249664416572855,105,High
BigCodeBench/54,BigCodeBench,5.667146239131575,71,Low
BigCodeBench/55,BigCodeBench,6.173917717066745,139,High
BigCodeBench/56,BigCodeBench,5.590493280150367,61,Low
BigCodeBench/57,BigCodeBench,5.617906912780069,74,Low
BigCodeBench/58,BigCodeBench,5.638977225047069,71,Low
BigCodeBench/59,BigCodeBench,5.416375676407144,59,Low
BigCodeBench/60,BigCodeBench,5.225186429663007,45,Low
BigCodeBench/61,BigCodeBench,6.043874935061024,147,High
BigCodeBench/62,BigCodeBench,5.559968204280352,71,Low
BigCodeBench/63,BigCodeBench,5.737794372539308,99,Low
BigCodeBench/64,BigCodeBench,5.962312109983478,96,High
BigCodeBench/65,BigCodeBench,6.101185835540132,132,High
BigCodeBench/66,BigCodeBench,6.262668764537184,206,High
BigCodeBench/67,BigCodeBench,5.753221083069265,85,High
BigCodeBench/68,BigCodeBench,5.640983468779042,78,Low
BigCodeBench/69,BigCodeBench,6.004020984294935,108,High
BigCodeBench/70,BigCodeBench,6.260269408096195,123,High
BigCodeBench/71,BigCodeBench,5.980306516318201,104,High
BigCodeBench/72,BigCodeBench,6.369917659389697,176,High
BigCodeBench/73,BigCodeBench,6.327802596395953,157,High
BigCodeBench/74,BigCodeBench,5.892573949408303,103,High
BigCodeBench/75,BigCodeBench,5.983976567291412,108,High
BigCodeBench/76,BigCodeBench,5.910718923140984,118,High
BigCodeBench/77,BigCodeBench,6.620399668314984,209,High
BigCodeBench/78,BigCodeBench,5.800677920173419,97,High
BigCodeBench/79,BigCodeBench,5.856319777394916,91,High
BigCodeBench/80,BigCodeBench,5.82637013015619,100,High
BigCodeBench/81,BigCodeBench,5.871115365169276,96,High
BigCodeBench/82,BigCodeBench,6.307397894807186,129,High
BigCodeBench/83,BigCodeBench,5.709832065411107,69,Low
BigCodeBench/84,BigCodeBench,6.162723800613556,117,High
BigCodeBench/85,BigCodeBench,6.443674518036232,171,High
BigCodeBench/86,BigCodeBench,5.882981885998276,89,High
BigCodeBench/87,BigCodeBench,5.770551563912267,72,High
BigCodeBench/88,BigCodeBench,5.8970813244192275,86,High
BigCodeBench/89,BigCodeBench,6.141821003921745,140,High
BigCodeBench/90,BigCodeBench,5.868495708508941,95,High
BigCodeBench/91,BigCodeBench,5.8444679573686615,90,High
BigCodeBench/92,BigCodeBench,5.999764308334701,98,High
BigCodeBench/93,BigCodeBench,5.841571377237818,85,High
BigCodeBench/94,BigCodeBench,6.386985875344442,190,High
BigCodeBench/95,BigCodeBench,6.6010193008284945,170,High
BigCodeBench/96,BigCodeBench,5.881195677121937,115,High
BigCodeBench/97,BigCodeBench,5.4737310006510205,84,Low
BigCodeBench/98,BigCodeBench,5.732322961280158,92,Low
BigCodeBench/99,BigCodeBench,6.324907223435944,146,High
BigCodeBench/100,BigCodeBench,6.011612357099482,114,High
BigCodeBench/101,BigCodeBench,5.682935401402811,80,Low
BigCodeBench/102,BigCodeBench,5.899812109983478,96,High
BigCodeBench/103,BigCodeBench,5.821192145160001,93,High
BigCodeBench/104,BigCodeBench,6.074291492383754,104,High
BigCodeBench/105,BigCodeBench,5.999464600540033,109,High
BigCodeBench/106,BigCodeBench,6.2452172539494875,124,High
BigCodeBench/107,BigCodeBench,5.952821983011464,93,High
BigCodeBench/108,BigCodeBench,6.038151316918194,99,High
BigCodeBench/109,BigCodeBench,6.132413550022353,110,High
BigCodeBench/110,BigCodeBench,5.6683592668522484,70,Low
BigCodeBench/111,BigCodeBench,5.542748326446119,62,Low
BigCodeBench/112,BigCodeBench,5.800751953688407,96,High
BigCodeBench/113,BigCodeBench,6.036181640230992,127,High
BigCodeBench/114,BigCodeBench,5.940596870790182,120,High
BigCodeBench/115,BigCodeBench,5.753654764366513,114,High
BigCodeBench/116,BigCodeBench,6.564764373860651,172,High
BigCodeBench/117,BigCodeBench,6.538481640464321,195,High
BigCodeBench/118,BigCodeBench,5.520580641765532,85,Low
BigCodeBench/119,BigCodeBench,6.079533134249979,106,High
BigCodeBench/120,BigCodeBench,6.671927312212318,197,High
BigCodeBench/121,BigCodeBench,6.045357960653363,108,High
BigCodeBench/122,BigCodeBench,5.48253546137422,92,Low
BigCodeBench/123,BigCodeBench,5.831017605537622,99,High
BigCodeBench/124,BigCodeBench,6.335478296353459,213,High
BigCodeBench/125,BigCodeBench,5.586942607845389,84,Low
BigCodeBench/126,BigCodeBench,6.27444649798615,131,High
BigCodeBench/127,BigCodeBench,5.7815202856381225,97,High
BigCodeBench/128,BigCodeBench,5.800417118959401,92,High
BigCodeBench/129,BigCodeBench,6.363140715319718,201,High
BigCodeBench/130,BigCodeBench,5.602317219268908,95,Low
BigCodeBench/131,BigCodeBench,5.623369850847856,95,Low
BigCodeBench/132,BigCodeBench,5.994443039828715,106,High
BigCodeBench/133,BigCodeBench,5.824875775583775,104,High
BigCodeBench/134,BigCodeBench,5.637562344097662,93,Low
BigCodeBench/135,BigCodeBench,5.829468772144375,107,High
BigCodeBench/136,BigCodeBench,5.947046645244505,110,High
BigCodeBench/137,BigCodeBench,5.133450408281977,63,Low
BigCodeBench/138,BigCodeBench,5.868511276638647,92,High
BigCodeBench/139,BigCodeBench,5.938031631881993,111,High
BigCodeBench/140,BigCodeBench,5.483605505203013,65,Low
BigCodeBench/141,BigCodeBench,6.360895304386376,147,High
BigCodeBench/142,BigCodeBench,5.811889842139712,120,High
BigCodeBench/143,BigCodeBench,6.193623076376426,155,High
BigCodeBench/144,BigCodeBench,6.01048800588423,121,High
BigCodeBench/145,BigCodeBench,5.266914520155993,56,Low
BigCodeBench/146,BigCodeBench,5.830361548330743,92,High
BigCodeBench/147,BigCodeBench,5.692835653158238,79,Low
BigCodeBench/148,BigCodeBench,5.247362905339698,49,Low
BigCodeBench/149,BigCodeBench,6.033660689688196,100,High
BigCodeBench/150,BigCodeBench,6.035392554309699,109,High
BigCodeBench/151,BigCodeBench,6.003808897690765,95,High
BigCodeBench/152,BigCodeBench,6.330936532038927,124,High
BigCodeBench/153,BigCodeBench,5.713730209535317,73,Low
BigCodeBench/154,BigCodeBench,5.511608462930337,73,Low
BigCodeBench/155,BigCodeBench,6.1049647824596445,94,High
BigCodeBench/156,BigCodeBench,6.017564284943828,100,High
BigCodeBench/157,BigCodeBench,6.036433982247286,98,High
BigCodeBench/158,BigCodeBench,5.244818349809623,55,Low
BigCodeBench/159,BigCodeBench,6.082324686346654,110,High
BigCodeBench/160,BigCodeBench,6.594156346746142,183,High
BigCodeBench/161,BigCodeBench,6.2511684692444565,123,High
BigCodeBench/162,BigCodeBench,5.8616007397504815,95,High
BigCodeBench/163,BigCodeBench,5.59340034860444,72,Low
BigCodeBench/164,BigCodeBench,6.014839610644452,89,High
BigCodeBench/165,BigCodeBench,5.632659765557392,64,Low
BigCodeBench/166,BigCodeBench,6.145408147161064,118,High
BigCodeBench/167,BigCodeBench,5.947845823084418,88,High
BigCodeBench/168,BigCodeBench,5.964387644400935,89,High
BigCodeBench/169,BigCodeBench,5.978642410322123,94,High
BigCodeBench/170,BigCodeBench,5.88052476290018,90,High
BigCodeBench/171,BigCodeBench,6.266086507800775,134,High
BigCodeBench/172,BigCodeBench,5.294309137239127,60,Low
BigCodeBench/173,BigCodeBench,5.841052369680907,87,High
BigCodeBench/174,BigCodeBench,5.435273332151943,67,Low
BigCodeBench/175,BigCodeBench,6.362880404771009,156,High
BigCodeBench/176,BigCodeBench,5.609057507296055,78,Low
BigCodeBench/177,BigCodeBench,6.0028759833561285,93,High
BigCodeBench/178,BigCodeBench,5.355630689177166,72,Low
BigCodeBench/179,BigCodeBench,6.192244872578634,137,High
BigCodeBench/180,BigCodeBench,5.959304950564273,97,High
BigCodeBench/181,BigCodeBench,5.185816304394412,55,Low
BigCodeBench/182,BigCodeBench,6.055077628219283,93,High
BigCodeBench/183,BigCodeBench,5.150324384887384,49,Low
BigCodeBench/184,BigCodeBench,7.182527968925715,175,High
BigCodeBench/185,BigCodeBench,6.1932825819012916,95,High
BigCodeBench/186,BigCodeBench,5.759183719779186,80,High
BigCodeBench/187,BigCodeBench,6.161533376414887,91,High
BigCodeBench/188,BigCodeBench,6.44597413289772,124,High
BigCodeBench/189,BigCodeBench,6.120229079166717,97,High
BigCodeBench/190,BigCodeBench,6.025789567121026,122,High
BigCodeBench/191,BigCodeBench,5.7376941743193655,90,Low
BigCodeBench/192,BigCodeBench,6.3380398168981475,108,High
BigCodeBench/193,BigCodeBench,6.455681878942965,213,High
BigCodeBench/194,BigCodeBench,5.691956523742682,75,Low
BigCodeBench/195,BigCodeBench,4.8505343870129645,42,Low
BigCodeBench/196,BigCodeBench,5.785134161292539,101,High
BigCodeBench/197,BigCodeBench,5.4344279595361265,68,Low
BigCodeBench/198,BigCodeBench,5.981159702874662,122,High
BigCodeBench/199,BigCodeBench,6.504796297601683,150,High
BigCodeBench/200,BigCodeBench,5.689809474103899,82,Low
BigCodeBench/201,BigCodeBench,5.811590785901459,111,High
BigCodeBench/202,BigCodeBench,5.32923993181758,72,Low
BigCodeBench/203,BigCodeBench,5.770551563912267,72,High
BigCodeBench/204,BigCodeBench,5.64152338991825,65,Low
BigCodeBench/205,BigCodeBench,5.990740760310783,92,High
